unit,age,sex,isced11,geo\time	2017 	2016 	2015 	2014 	2013 	2012 
NR,Y10,F,ED7,CZ	0 	0 	0 	0 	0 	: 
NR,Y10,F,ED7,DE	0 	0 	0 	0 	0 	: 
NR,Y10,F,ED7,DK	0 	0 	0 	0 	0 	: 
NR,Y10,F,ED7,EE	0 	0 	0 	0 	0 	: 
NR,Y10,F,ED7,EL	0 	0 	0 	0 	0 	: 
NR,Y10,F,ED7,ES	0 	0 	0 	0 	0 	: 
NR,Y10,F,ED7,EU28	: 	0 	0 	0 	0 	: 
NR,Y10,F,ED7,FI	0 	0 	0 	0 	0 	: 
NR,Y10,F,ED7,FR	0 	0 	0 	0 	0 	: 
NR,Y10,F,ED7,HR	0 	0 	0 	0 	0 	: 
NR,Y10,F,ED7,HU	0 	0 	0 	0 	0 	: 
NR,Y10,F,ED7,IE	0 	0 	0 	0 	0 	: 
NR,Y10,F,ED7,IS	0 	0 	0 	0 	0 	: 
NR,Y10,F,ED7,IT	0 	0 	0 	0 	0 	: 
NR,Y10,F,ED7,LI	0 	0 	0 	0 	0 	: 
NR,Y10,F,ED7,LT	0 	0 	0 	0 	0 	: 
NR,Y10,F,ED7,LU	0 	0 	0 	0 	0 	: 
NR,Y10,F,ED7,LV	0 	0 	0 	0 	0 	: 
NR,Y10,F,ED7,MK	0 	0 	0 	0 	0 	: 
NR,Y10,F,ED7,MT	0 	0 	0 	0 	0 	: 
NR,Y10,F,ED7,NL	0 	0 	0 	0 	0 	: 
NR,Y10,F,ED7,NO	0 	0 	0 	0 	0 	: 
NR,Y10,F,ED7,PL	0 d	0 d	0 d	0 	0 	: 
NR,Y10,F,ED7,PT	0 	0 	0 	0 	0 	: 
NR,Y10,F,ED7,RO	0 	0 	0 	0 	0 	: 
NR,Y10,F,ED7,RS	0 	0 	0 	0 	0 	: 
NR,Y10,F,ED7,SE	0 	0 	0 	0 	0 	: 
NR,Y10,F,ED7,SI	0 d	0 	0 	0 	0 d	: 
NR,Y10,F,ED7,SK	0 	0 	: d	: d	: d	: 
NR,Y10,F,ED7,TR	0 	0 	0 	0 	0 	: 
NR,Y10,F,ED7,UK	0 	0 	0 	0 	0 	: 
NR,Y10,F,ED8,AT	0 	0 	0 	0 	0 	: 
NR,Y10,F,ED8,BE	0 	0 	0 	0 	0 	: 
NR,Y10,F,ED8,BG	0 	0 	0 	0 	0 	: 
NR,Y10,F,ED8,CH	0 	0 	0 	0 	0 	: 
NR,Y10,F,ED8,CY	0 	0 	0 	0 	0 	: 
NR,Y10,F,ED8,CZ	0 	0 	0 	0 	0 	: 
NR,Y10,F,ED8,DE	0 d	0 d	0 	0 	0 	0 
NR,Y10,F,ED8,DK	0 	0 	0 	0 	0 	: 
NR,Y10,F,ED8,EE	0 	0 	0 	0 	0 	: 
NR,Y10,F,ED8,EL	0 	0 	0 	0 	0 	: 
NR,Y10,F,ED8,ES	0 	0 	0 	0 	0 	: 
NR,Y10,F,ED8,EU28	: 	0 	0 	0 	0 	: 
NR,Y10,F,ED8,FI	0 	0 	0 	0 	0 	: 
NR,Y10,F,ED8,FR	0 	0 	0 	0 	0 	: 
NR,Y10,F,ED8,HR	0 	0 	0 	0 	0 	: 
NR,Y10,F,ED8,HU	0 	0 	0 	0 	0 	: 
NR,Y10,F,ED8,IE	0 	0 	0 	0 	0 	: 
NR,Y10,F,ED8,IS	0 	0 	0 	0 	0 	: 
NR,Y10,F,ED8,IT	0 	0 	0 	0 	0 	: 
NR,Y10,F,ED8,LI	0 	0 	0 	0 	0 	: 
NR,Y10,F,ED8,LT	0 	0 	0 	0 	0 	: 
NR,Y10,F,ED8,LU	0 	0 	0 	0 	0 	: 
NR,Y10,F,ED8,LV	0 	0 	0 	0 	0 	: 
NR,Y10,F,ED8,MK	0 	0 	0 	0 	0 	: 
NR,Y10,F,ED8,MT	0 	0 	0 	0 	0 	: 
NR,Y10,F,ED8,NL	0 	0 	0 	0 	0 	: 
NR,Y10,F,ED8,NO	0 	0 	0 	0 	0 	: 
NR,Y10,F,ED8,PL	0 d	0 d	0 	0 	0 	: 
NR,Y10,F,ED8,PT	0 	0 	0 	0 	0 	: 
NR,Y10,F,ED8,RO	0 	0 	0 	0 	0 	: 
NR,Y10,F,ED8,RS	0 	0 	0 	0 	0 	: 
NR,Y10,F,ED8,SE	0 	0 	0 	0 	0 	: 
NR,Y10,F,ED8,SI	0 	0 	0 	0 	0 	: 
NR,Y10,F,ED8,SK	0 	0 	0 	0 	0 	: 
NR,Y10,F,ED8,TR	0 	0 	0 	0 	0 	: 
NR,Y10,F,ED8,UK	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED0,AT	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED0,BE	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED0,BG	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED0,CH	6 	5 	10 	0 	0 	: 
NR,Y10,M,ED0,CY	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED0,CZ	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED0,DE	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED0,DK	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED0,EE	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED0,EL	0 	0 	0 	0 	3 	: 
NR,Y10,M,ED0,ES	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED0,EU28	: 	1325 	1258 	1227 	1208 	: 
NR,Y10,M,ED0,FI	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED0,FR	1268 	1324 	1258 	1226 	1203 	: 
NR,Y10,M,ED0,HR	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED0,HU	0 	0 	0 	0 	: 	: 
NR,Y10,M,ED0,IE	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED0,IS	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED0,IT	0 	0 	0 	0 	: z	: 
NR,Y10,M,ED0,LI	: 	0 	: 	: 	: 	: 
NR,Y10,M,ED0,LT	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED0,LU	0 	0 	0 	0 	1 	: 
NR,Y10,M,ED0,LV	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED0,ME	0 	0 	0 	: 	: 	: 
NR,Y10,M,ED0,MK	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED0,MT	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED0,NL	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED0,NO	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED0,PL	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED0,PT	0 	0 	0 e	0 	0 	: 
NR,Y10,M,ED0,RO	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED0,RS	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED0,SE	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED0,SI	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED0,SK	3 	1 	0 	1 	1 	: 
NR,Y10,M,ED0,TR	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED0,UK	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED1,AT	21929 	21202 	21621 	20624 	20917 	: 
NR,Y10,M,ED1,BE	65852 	64004 	62730 	60769 	60253 	: 
NR,Y10,M,ED1,BG	30280 	29570 	29825 	29285 	29292 	: 
NR,Y10,M,ED1,CH	41733 	41208 	40555 	39752 	39996 	: 
NR,Y10,M,ED1,CY	4830 	4453 	4503 	4317 	4542 	: 
NR,Y10,M,ED1,CZ	54939 	52703 	50320 	48234 	47776 	: 
NR,Y10,M,ED1,DE	171828 	168881 	173559 	176196 	181056 	186795 
NR,Y10,M,ED1,DK	34670 	33728 	33661 	33497 	33326 	: 
NR,Y10,M,ED1,EE	7306 	7074 	6698 	6234 	6226 	: 
NR,Y10,M,ED1,EL	55065 	53785 	53414 	52532 	52782 	: 
NR,Y10,M,ED1,ES	247674 	240859 	240203 	235467 	228652 	: 
NR,Y10,M,ED1,EU28	: 	2362373 	2350748 	2319371 	2302908 	: 
NR,Y10,M,ED1,FI	30783 	30125 	30101 	29469 	29031 	: 
NR,Y10,M,ED1,FR	418126 	406574 	402992 	394229 	395775 	: 
NR,Y10,M,ED1,HR	16302 	16412 	16406 	16091 	16079 	: 
NR,Y10,M,ED1,HU	39511 	38844 	38235 	38612 	39519 	: 
NR,Y10,M,ED1,IE	34194 	32926 	33631 	32741 	33005 	: 
NR,Y10,M,ED1,IS	2306 	2224 	2190 	2104 	2017 	: 
NR,Y10,M,ED1,IT	268323 	265755 	268020 	265853 	262920 	: 
NR,Y10,M,ED1,LI	195 	188 	205 	177 	195 	: 
NR,Y10,M,ED1,LT	12921 	12924 	12908 	13228 	13127 	: 
NR,Y10,M,ED1,LU	3005 	2996 	2967 	2930 	2891 	: 
NR,Y10,M,ED1,LV	10200 	9933 	9369 	9705 	9341 	: 
NR,Y10,M,ED1,ME	3694 	3725 	3666 	: 	: 	: 
NR,Y10,M,ED1,MK	10160 	10239 	10508 	10672 	10633 	: 
NR,Y10,M,ED1,MT	2107 	2036 	1999 	1995 	2032 	: 
NR,Y10,M,ED1,NL	96267 	96543 	98947 	102110 	102474 	: 
NR,Y10,M,ED1,NO	32427 	31336 	31257 	30814 	30046 	: 
NR,Y10,M,ED1,PL	185051 	178008 	173761 	170878 	173871 	: 
NR,Y10,M,ED1,PT	51395 	53103 	52447 	54771 	56405 	: 
NR,Y10,M,ED1,RO	78016 	82540 	83653 	83640 	81535 	: 
NR,Y10,M,ED1,RS	30151 	31042 	33029 	34603 	34504 	: 
NR,Y10,M,ED1,SE	60082 	56823 	56011 	54194 	52001 	: 
NR,Y10,M,ED1,SI	9913 	9449 	9241 	9030 	9169 	: 
NR,Y10,M,ED1,SK	14548 	14523 	14484 	14073 	14025 	: 
NR,Y10,M,ED1,TR	33835 	75848 	74347 	79614 	102067 	: 
NR,Y10,M,ED1,UK	385253 	376600 	369043 	358667 	344886 	: 
NR,Y10,M,ED2,AT	20216 	20450 	20578 	20555 	21046 	: 
NR,Y10,M,ED2,BE	11 	15 	20 	18 	12 	: 
NR,Y10,M,ED2,BG	2194 	2528 	2016 	1716 	1717 	: 
NR,Y10,M,ED2,CH	30 	42 	33 	5 	6 	: 
NR,Y10,M,ED2,CY	3 	0 	10 	6 	2 	: 
NR,Y10,M,ED2,CZ	20 	19 	25 	18 	33 	: 
NR,Y10,M,ED2,DE	190475 	190520 	191428 	188656 	189765 	188531 
NR,Y10,M,ED2,DK	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED2,EE	1 	0 	0 	0 	0 	: 
NR,Y10,M,ED2,EL	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED2,ES	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED2,EU28	: 	: 	291095 	289352 	293207 	: 
NR,Y10,M,ED2,FI	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED2,FR	12006 	11966 	12029 	12311 	12702 	: 
NR,Y10,M,ED2,HR	5355 	5615 	5094 	5083 	5516 	: 
NR,Y10,M,ED2,HU	9727 	9490 	8720 	8693 	8828 	: 
NR,Y10,M,ED2,IE	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED2,IS	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED2,IT	20709 	21946 	21967 	22898 	23748 	: 
NR,Y10,M,ED2,LI	1 	1 	1 	1 	1 	: 
NR,Y10,M,ED2,LT	612 	607 	659 	668 	720 	: 
NR,Y10,M,ED2,LU	132 	147 	121 	137 	116 	: 
NR,Y10,M,ED2,LV	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED2,ME	66 	53 	157 	: 	: 	: 
NR,Y10,M,ED2,MK	457 	342 	1532 	725 	896 	: 
NR,Y10,M,ED2,MT	2 	0 	5 	5 	0 	: 
NR,Y10,M,ED2,NL	55 	45 	52 	34 	45 	: 
NR,Y10,M,ED2,NO	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED2,PL	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED2,PT	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED2,RO	17972 	17485 	16493 	17097 	17937 	: 
NR,Y10,M,ED2,RS	4619 	4756 	3959 	3275 	2111 	: 
NR,Y10,M,ED2,SE	1 	1 	1 	0 	0 	: 
NR,Y10,M,ED2,SI	0 	0 	1 	0 	0 	: 
NR,Y10,M,ED2,SK	11867 	12183 	11876 	11457 	11019 	: 
NR,Y10,M,ED2,TR	609614 	555252 	544505 	533744 	524527 	: 
NR,Y10,M,ED2,UK	1060 	: 	0 	0 	1 	: 
NR,Y10,M,ED3,AT	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED3,BE	28 	50 	30 	34 	14 	: 
NR,Y10,M,ED3,BG	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED3,CH	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED3,CY	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED3,CZ	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED3,DE	0 	0 	0 	0 	0 	0 
NR,Y10,M,ED3,DK	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED3,EE	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED3,EL	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED3,ES	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED3,EU28	: 	51 	30 	34 	14 	: 
NR,Y10,M,ED3,FI	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED3,FR	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED3,HR	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED3,HU	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED3,IE	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED3,IS	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED3,IT	0 	0 	0 	0 	: z	: 
NR,Y10,M,ED3,LI	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED3,LT	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED3,LU	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED3,LV	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED3,ME	0 	0 	0 	: 	: 	: 
NR,Y10,M,ED3,MK	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED3,MT	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED3,NL	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED3,NO	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED3,PL	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED3,PT	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED3,RO	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED3,RS	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED3,SE	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED3,SI	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED3,SK	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED3,TR	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED3,UK	0 	1 	0 	0 	0 	: 
NR,Y10,M,ED4,AT	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED4,BE	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED4,BG	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED4,CH	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED4,CY	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED4,CZ	: d	: d	: d	: d	0 	: 
NR,Y10,M,ED4,DE	0 	0 	0 	0 	0 	0 
NR,Y10,M,ED4,DK	: z	: z	: z	: z	: z	: 
NR,Y10,M,ED4,EE	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED4,EL	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED4,ES	0 	0 	0 	0 d	: 	: 
NR,Y10,M,ED4,EU28	: 	0 	0 	0 	: 	: 
NR,Y10,M,ED4,FI	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED4,FR	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED4,HR	: z	: z	: z	: z	: z	: 
NR,Y10,M,ED4,HU	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED4,IE	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED4,IS	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED4,IT	: 	0 	0 	0 	: z	: 
NR,Y10,M,ED4,LI	: z	: z	: z	: z	: z	: 
NR,Y10,M,ED4,LT	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED4,LU	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED4,LV	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED4,ME	: z	: z	: 	: 	: 	: 
NR,Y10,M,ED4,MK	0 	0 	0 	0 	: d	: 
NR,Y10,M,ED4,MT	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED4,NL	: z	: z	: z	0 	0 	: 
NR,Y10,M,ED4,NO	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED4,PL	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED4,PT	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED4,RO	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED4,RS	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED4,SE	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED4,SI	: z	: z	: z	: z	: z	: 
NR,Y10,M,ED4,SK	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED4,TR	: z	: z	: z	: z	: z	: 
NR,Y10,M,ED4,UK	: zd	: z	: z	: z	: z	: 
NR,Y10,M,ED5,AT	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED5,BE	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED5,BG	: z	: z	: z	: z	: z	: 
NR,Y10,M,ED5,CH	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED5,CY	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED5,CZ	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED5,DE	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED5,DK	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED5,EE	: z	: z	: z	: z	: z	: 
NR,Y10,M,ED5,EL	: z	: z	: z	: z	: z	: 
NR,Y10,M,ED5,ES	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED5,EU28	: 	0 	0 	0 	0 	: 
NR,Y10,M,ED5,FI	: z	: z	: z	0 	0 	: 
NR,Y10,M,ED5,FR	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED5,HR	0 	0 	0 	0 	: d	: 
NR,Y10,M,ED5,HU	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED5,IE	0 	0 	0 	0 	: 	: 
NR,Y10,M,ED5,IS	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED5,IT	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED5,LI	: z	: z	: z	: z	: z	: 
NR,Y10,M,ED5,LT	: z	: z	: z	: z	: z	: 
NR,Y10,M,ED5,LU	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED5,LV	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED5,ME	: z	: z	: 	: 	: 	: 
NR,Y10,M,ED5,MK	: z	: z	: z	: z	: z	: 
NR,Y10,M,ED5,MT	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED5,NL	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED5,NO	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED5,PL	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED5,PT	0 	0 	0 	: z	: z	: 
NR,Y10,M,ED5,RO	: z	: z	: z	: z	: z	: 
NR,Y10,M,ED5,RS	: z	: z	: z	: z	: z	: 
NR,Y10,M,ED5,SE	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED5,SI	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED5,SK	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED5,TR	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED5,UK	0 d	0 	0 	0 	0 	: 
NR,Y10,M,ED6,AT	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED6,BE	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED6,BG	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED6,CH	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED6,CY	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED6,CZ	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED6,DE	0 	0 	0 	0 	0 	0 
NR,Y10,M,ED6,DK	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED6,EE	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED6,EL	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED6,ES	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED6,EU28	: 	1 	0 	0 	0 	: 
NR,Y10,M,ED6,FI	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED6,FR	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED6,HR	0 	0 	0 	0 	0 d	: 
NR,Y10,M,ED6,HU	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED6,IE	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED6,IS	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED6,IT	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED6,LI	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED6,LT	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED6,LU	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED6,LV	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED6,MK	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED6,MT	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED6,NL	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED6,NO	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED6,PL	0 d	0 d	0 d	0 	0 	: 
NR,Y10,M,ED6,PT	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED6,RO	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED6,RS	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED6,SE	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED6,SI	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED6,SK	0 	0 	0 d	0 	0 d	: 
NR,Y10,M,ED6,TR	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED6,UK	0 	1 	0 	0 	0 	: 
NR,Y10,M,ED7,AT	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED7,BE	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED7,BG	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED7,CH	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED7,CY	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED7,CZ	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED7,DE	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED7,DK	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED7,EE	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED7,EL	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED7,ES	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED7,EU28	: 	0 	0 	0 	0 	: 
NR,Y10,M,ED7,FI	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED7,FR	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED7,HR	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED7,HU	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED7,IE	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED7,IS	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED7,IT	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED7,LI	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED7,LT	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED7,LU	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED7,LV	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED7,MK	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED7,MT	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED7,NL	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED7,NO	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED7,PL	0 d	0 d	0 d	0 	0 	: 
NR,Y10,M,ED7,PT	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED7,RO	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED7,RS	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED7,SE	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED7,SI	0 d	0 	0 	0 	0 d	: 
NR,Y10,M,ED7,SK	0 	0 	: d	: d	: d	: 
NR,Y10,M,ED7,TR	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED7,UK	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED8,AT	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED8,BE	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED8,BG	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED8,CH	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED8,CY	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED8,CZ	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED8,DE	0 d	0 d	0 	0 	0 	0 
NR,Y10,M,ED8,DK	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED8,EE	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED8,EL	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED8,ES	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED8,EU28	: 	0 	0 	0 	0 	: 
NR,Y10,M,ED8,FI	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED8,FR	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED8,HR	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED8,HU	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED8,IE	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED8,IS	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED8,IT	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED8,LI	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED8,LT	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED8,LU	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED8,LV	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED8,MK	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED8,MT	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED8,NL	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED8,NO	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED8,PL	0 d	0 d	0 	0 	0 	: 
NR,Y10,M,ED8,PT	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED8,RO	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED8,RS	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED8,SE	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED8,SI	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED8,SK	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED8,TR	0 	0 	0 	0 	0 	: 
NR,Y10,M,ED8,UK	0 	0 	0 	0 	0 	: 
NR,Y10,T,ED0,AT	0 	1 	0 	1 	0 	: 
NR,Y10,T,ED0,BE	0 	0 	0 	0 	0 	: 
NR,Y10,T,ED0,BG	0 	0 	0 	0 	0 	: 
NR,Y10,T,ED0,CH	8 	11 	11 	1 	0 	: 
